Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene Synonym
ENSG00000276286	CHR_HSCHR8_9_CTG1	39588691	39683242	ADAM2	PH-30b
ENSG00000104755	8	39743735	39838227	ADAM2	PH-30b
ENSG00000276286	CHR_HSCHR8_9_CTG1	39588691	39683242	ADAM2	PH30
ENSG00000104755	8	39743735	39838227	ADAM2	PH30
ENSG00000151651	10	133262420	133276868	ADAM8	CD156
ENSG00000151651	10	133262420	133276868	ADAM8	CD156A
ENSG00000151651	10	133262420	133276868	ADAM8	MS2
ENSG00000282230	CHR_HSCHR8_9_CTG1	39101863	39105144	ADAM9	CORD9
ENSG00000168615	8	38996754	39105445	ADAM9	CORD9
ENSG00000282230	CHR_HSCHR8_9_CTG1	39101863	39105144	ADAM9	KIAA0021
ENSG00000168615	8	38996754	39105445	ADAM9	KIAA0021
ENSG00000282230	CHR_HSCHR8_9_CTG1	39101863	39105144	ADAM9	MCMP
ENSG00000168615	8	38996754	39105445	ADAM9	MCMP
ENSG00000282230	CHR_HSCHR8_9_CTG1	39101863	39105144	ADAM9	MDC9
ENSG00000168615	8	38996754	39105445	ADAM9	MDC9
ENSG00000282230	CHR_HSCHR8_9_CTG1	39101863	39105144	ADAM9	Mltng
ENSG00000168615	8	38996754	39105445	ADAM9	Mltng
ENSG00000137845	15	58588809	58749791	ADAM10	CD156C
ENSG00000137845	15	58588809	58749791	ADAM10	HsT18717
ENSG00000137845	15	58588809	58749791	ADAM10	kuz
ENSG00000137845	15	58588809	58749791	ADAM10	MADM
ENSG00000073670	17	44758988	44781846	ADAM11	MDC
ENSG00000148848	10	126012381	126388477	ADAM12	MCMPMltna
ENSG00000148848	10	126012381	126388477	ADAM12	MLTN
ENSG00000278548	CHR_HSCHR8_9_CTG1	39429440	39575001	ADAM18	ADAM27
ENSG00000168619	8	39584489	39730065	ADAM18	ADAM27
ENSG00000278548	CHR_HSCHR8_9_CTG1	39429440	39575001	ADAM18	tMDCIII
ENSG00000168619	8	39584489	39730065	ADAM18	tMDCIII
ENSG00000135074	5	157395534	157575775	ADAM19	MLTNB
ENSG00000139985	14	70417107	70460427	ADAM21	ADAM31
ENSG00000114948	2	206443532	206621127	ADAM23	MDC3
ENSG00000168594	4	174829668	174978180	ADAM29	CT73
ENSG00000168594	4	174829668	174978180	ADAM29	svph1
ENSG00000149451	20	3667965	3682246	ADAM33	C20orf153
ENSG00000149451	20	3667965	3682246	ADAM33	dJ964F7.1
ENSG00000149451	20	3667965	3682246	ADAM33	DKFZp434K0521
ENSG00000154734	21	26835755	26845409	ADAMTS1	C3-C5
ENSG00000154734	21	26835755	26845409	ADAMTS1	KIAA1346
ENSG00000154734	21	26835755	26845409	ADAMTS1	METH1
ENSG00000283802	CHR_HG30_PATCH	179110853	179345461	ADAMTS2	ADAM-TS2
ENSG00000283802	CHR_HG30_PATCH	179110853	179345461	ADAMTS2	ADAMTS-3
ENSG00000283802	CHR_HG30_PATCH	179110853	179345461	ADAMTS2	hPCPNI
ENSG00000283802	CHR_HG30_PATCH	179110853	179345461	ADAMTS2	NPI
ENSG00000283802	CHR_HG30_PATCH	179110853	179345461	ADAMTS2	PCINP
ENSG00000156140	4	72280969	72569221	ADAMTS3	ADAMTS-4
ENSG00000156140	4	72280969	72569221	ADAMTS3	KIAA0366
ENSG00000154736	21	26917922	26967088	ADAMTS5	ADAMTS11
ENSG00000154736	21	26917922	26967088	ADAMTS5	ADMP-2
ENSG00000136378	15	78759206	78811464	ADAMTS7	ADAM-TS7
ENSG00000136378	15	78759206	78811464	ADAMTS7	DKFZp434H204
ENSG00000163638	3	64515654	64688000	ADAMTS9	KIAA1312
ENSG00000142303	19	8580240	8610735	ADAMTS10	ADAM-TS10
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	C9orf8
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	DKFZp434C2322
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	FLJ42993
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	MGC118899
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	MGC118900
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	TTP
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	vWF-CP
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13	VWFCP
ENSG00000145536	5	5140330	5320304	ADAMTS16	ADAMTS16s
ENSG00000140873	16	77247813	77435034	ADAMTS18	ADAMTS21
ENSG00000178031	9	17906563	18910950	ADAMTSL1	ADAMTSR1
ENSG00000178031	9	17906563	18910950	ADAMTSL1	C9orf94
ENSG00000178031	9	17906563	18910950	ADAMTSL1	FLJ35283
ENSG00000197859	9	133532164	133575519	ADAMTSL2	KIAA0605
ENSG00000156218	15	83654088	84039842	ADAMTSL3	KIAA1233
ENSG00000156218	15	83654088	84039842	ADAMTSL3	punctin-2
ENSG00000105963	7	897900	955407	ADAP1	CENTA1
ENSG00000105963	7	897900	955407	ADAP1	GCS1L
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2a
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2a-L1
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2a-L2
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2a-L3
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2b
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2c
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2d
ENSG00000197381	21	45073853	45226560	ADARB1	ADAR2g
ENSG00000197381	21	45073853	45226560	ADARB1	DRABA2
ENSG00000197381	21	45073853	45226560	ADARB1	DRADA2
ENSG00000197381	21	45073853	45226560	ADARB1	hRED1
ENSG00000197381	21	45073853	45226560	ADARB1	RED1
ENSG00000185736	10	1177313	1737525	ADARB2	ADAR3
ENSG00000185736	10	1177313	1737525	ADARB2	hRED2
ENSG00000185736	10	1177313	1737525	ADARB2	RED2
ENSG00000189007	6	143422832	143450695	ADAT2	DEADC1
ENSG00000189007	6	143422832	143450695	ADAT2	dJ20N2.1
ENSG00000189007	6	143422832	143450695	ADAT2	TAD2
ENSG00000213638	19	1905399	1913447	ADAT3	TAD3
ENSG00000063761	14	77800109	77935014	ADCK1	FLJ39600
ENSG00000285451	CHR_HG2419_PATCH	144373101	144393242	ADCK5	FLJ35454
ENSG00000173137	8	144373101	144393242	ADCK5	FLJ35454
ENSG00000164742	7	45574140	45723116	ADCY1	AC1
ENSG00000164742	7	45574140	45723116	ADCY1	DFNB44
ENSG00000078295	5	7396138	7830081	ADCY2	AC2
ENSG00000078295	5	7396138	7830081	ADCY2	HBAC2
ENSG00000078295	5	7396138	7830081	ADCY2	KIAA1060
ENSG00000284814	CHR_HG1_PATCH	24318348	24335092	ADCY4	AC4
ENSG00000129467	14	24318349	24335093	ADCY4	AC4
ENSG00000155897	8	130780301	131040909	ADCY8	AC8
ENSG00000155897	8	130780301	131040909	ADCY8	ADCY3
ENSG00000155897	8	130780301	131040909	ADCY8	HBAC1
ENSG00000162104	16	3953387	4116442	ADCY9	AC9
ENSG00000143199	1	167809386	167914215	ADCY10	HCA2
ENSG00000143199	1	167809386	167914215	ADCY10	RP1-313L4.2
ENSG00000143199	1	167809386	167914215	ADCY10	SAC
ENSG00000143199	1	167809386	167914215	ADCY10	SACI
ENSG00000143199	1	167809386	167914215	ADCY10	Sacy
ENSG00000141433	18	904871	912172	ADCYAP1	PACAP
ENSG00000075340	2	70607618	70768225	ADD2	ADDB
ENSG00000148700	10	109996368	110135565	ADD3	ADDL
ENSG00000118492	6	146598967	146815462	ADGB	C6orf103
ENSG00000118492	6	146598967	146815462	ADGB	CAPN16
ENSG00000118492	6	146598967	146815462	ADGB	dJ408K24.1
ENSG00000118492	6	146598967	146815462	ADGB	FLJ23121
ENSG00000197177	10	133087924	133131675	ADGRA1	GPR123
ENSG00000197177	10	133087924	133131675	ADGRA1	KIAA1828
ENSG00000152990	4	22345071	22516066	ADGRA3	FLJ38547
ENSG00000152990	4	22345071	22516066	ADGRA3	GPR125
ENSG00000152990	4	22345071	22516066	ADGRA3	PGR21
ENSG00000181790	8	142449430	142545009	ADGRB1	BAI1
ENSG00000135298	6	68635282	69390571	ADGRB3	BAI3
ENSG00000135298	6	68635282	69390571	ADGRB3	KIAA0550
ENSG00000111452	12	130953907	131141469	ADGRD1	DKFZp434B1272
ENSG00000111452	12	130953907	131141469	ADGRD1	GPR133
ENSG00000111452	12	130953907	131141469	ADGRD1	PGR25
ENSG00000174837	19	6887566	6940459	ADGRE1	EMR1
ENSG00000174837	19	6887566	6940459	ADGRE1	TM7LN3
ENSG00000127507	19	14732392	14778560	ADGRE2	CD312
ENSG00000127507	19	14732392	14778560	ADGRE2	EMR2
ENSG00000131355	19	14619117	14690027	ADGRE3	EMR3
ENSG00000123146	19	14380501	14408725	ADGRE5	CD97
ENSG00000123146	19	14380501	14408725	ADGRE5	TM7LN1
ENSG00000153292	6	46997708	47042350	ADGRF1	GPR110
ENSG00000153292	6	46997708	47042350	ADGRF1	hGPCR36
ENSG00000153292	6	46997708	47042350	ADGRF1	PGR19
ENSG00000069122	6	46852522	46954943	ADGRF5	DKFZp564O1923
ENSG00000069122	6	46852522	46954943	ADGRF5	GPR116
ENSG00000069122	6	46852522	46954943	ADGRF5	KIAA0758
ENSG00000205336	16	57610652	57665580	ADGRG1	GPR56
ENSG00000205336	16	57610652	57665580	ADGRG1	TM7LN4
ENSG00000205336	16	57610652	57665580	ADGRG1	TM7XN1
ENSG00000173698	X	18989307	19122637	ADGRG2	EDDM6
ENSG00000173698	X	18989307	19122637	ADGRG2	GPR64
ENSG00000173698	X	18989307	19122637	ADGRG2	HE6
ENSG00000173698	X	18989307	19122637	ADGRG2	TM7LN2
ENSG00000182885	16	57668277	57689378	ADGRG3	GPR97
ENSG00000182885	16	57668277	57689378	ADGRG3	Pb99
ENSG00000182885	16	57668277	57689378	ADGRG3	PGR26
ENSG00000156920	X	136300963	136416890	ADGRG4	GPR112
ENSG00000156920	X	136300963	136416890	ADGRG4	PGR17
ENSG00000156920	X	136300963	136416890	ADGRG4	RP1-299I16
ENSG00000159618	16	57542643	57591681	ADGRG5	GPR114
ENSG00000159618	16	57542643	57591681	ADGRG5	PGR27
ENSG00000112414	6	142301854	142446266	ADGRG6	FLJ14937
ENSG00000112414	6	142301854	142446266	ADGRG6	GPR126
ENSG00000144820	3	100609601	100695479	ADGRG7	FLJ14454
ENSG00000144820	3	100609601	100695479	ADGRG7	GPR128
ENSG00000288324	CHR_HG109_PATCH	14148061	14206505	ADGRL1	CIRL1
ENSG00000288324	CHR_HG109_PATCH	14148061	14206505	ADGRL1	KIAA0821
ENSG00000288324	CHR_HG109_PATCH	14148061	14206505	ADGRL1	LEC2
ENSG00000288324	CHR_HG109_PATCH	14148061	14206505	ADGRL1	LPHN1
ENSG00000162618	1	78889764	79282124	ADGRL4	ELTD1
ENSG00000162618	1	78889764	79282124	ADGRL4	ETL
ENSG00000164199	5	90529344	91164437	ADGRV1	DKFZp761P0710
ENSG00000164199	5	90529344	91164437	ADGRV1	FEB4
ENSG00000164199	5	90529344	91164437	ADGRV1	GPR98
ENSG00000164199	5	90529344	91164437	ADGRV1	KIAA0686
ENSG00000164199	5	90529344	91164437	ADGRV1	MASS1
ENSG00000164199	5	90529344	91164437	ADGRV1	USH2C
ENSG00000164199	5	90529344	91164437	ADGRV1	VLGR1
ENSG00000187758	4	99276369	99291003	ADH1A	ADH1
ENSG00000196616	4	99304971	99352760	ADH1B	ADH2
ENSG00000248144	4	99336497	99352746	ADH1C	ADH3
ENSG00000172955	4	99202638	99219537	ADH6	ADH-5
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1	APL1
ENSG00000182551	2	3497366	3519531	ADI1	APL1
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1	ARD
ENSG00000182551	2	3497366	3519531	ADI1	ARD
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1	FLJ10913
ENSG00000182551	2	3497366	3519531	ADI1	FLJ10913
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1	HMFT1638
ENSG00000182551	2	3497366	3519531	ADI1	HMFT1638
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1	MTCBP-1
ENSG00000182551	2	3497366	3519531	ADI1	MTCBP-1
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1	mtnD
ENSG00000182551	2	3497366	3519531	ADI1	mtnD
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1	SIPL
ENSG00000182551	2	3497366	3519531	ADI1	SIPL
ENSG00000182035	20	38581195	38588463	ADIG	MGC39724
ENSG00000182035	20	38581195	38588463	ADIG	RP5-1100H13.2
ENSG00000182035	20	38581195	38588463	ADIG	SMAF1
ENSG00000181092	3	186842704	186858463	ADIPOQ	ACDC
ENSG00000181092	3	186842704	186858463	ADIPOQ	ACRP30
ENSG00000181092	3	186842704	186858463	ADIPOQ	adiponectin
ENSG00000181092	3	186842704	186858463	ADIPOQ	apM1
ENSG00000181092	3	186842704	186858463	ADIPOQ	GBP28
ENSG00000285070	CHR_HG1815_PATCH	1688574	1788674	ADIPOR2	ACDCR2
ENSG00000006831	12	1688574	1788674	ADIPOR2	ACDCR2
ENSG00000285070	CHR_HG1815_PATCH	1688574	1788674	ADIPOR2	PAQR2
ENSG00000006831	12	1688574	1788674	ADIPOR2	PAQR2
ENSG00000148671	10	86968432	86983934	ADIRF	AFRO
ENSG00000148671	10	86968432	86983934	ADIRF	APM2
ENSG00000148671	10	86968432	86983934	ADIRF	C10orf116
ENSG00000156110	10	74151202	74709963	ADK	AK
ENSG00000148926	11	10305073	10307397	ADM	AM
ENSG00000128165	22	50481543	50486440	ADM2	AM2
ENSG00000128165	22	50481543	50486440	ADM2	FLJ21135
ENSG00000101126	20	50888916	50931437	ADNP	ADNP1
ENSG00000101126	20	50888916	50931437	ADNP	KIAA0784
ENSG00000101544	18	80109262	80147523	ADNP2	KIAA0863
ENSG00000101544	18	80109262	80147523	ADNP2	ZNF508
ENSG00000181915	10	62804720	62808479	ADO	C10orf22
ENSG00000181915	10	62804720	62808479	ADO	FLJ14547
ENSG00000128271	22	24417879	24442357	ADORA2A	ADORA2
ENSG00000128271	22	24417879	24442357	ADORA2A	RDC8
ENSG00000153531	13	113399611	113453488	ADPRHL1	ARH2
ENSG00000170222	17	10697594	10711558	ADPRM	C17orf48
ENSG00000170222	17	10697594	10711558	ADPRM	MDS006
ENSG00000120907	8	26748150	26867278	ADRA1A	ADRA1C
ENSG00000120907	8	26748150	26867278	ADRA1A	ADRA1L1
ENSG00000171873	20	4220630	4249287	ADRA1D	ADRA1
ENSG00000171873	20	4220630	4249287	ADRA1D	ADRA1A
ENSG00000171873	20	4220630	4249287	ADRA1D	ADRA1R
ENSG00000169252	5	148826611	148828623	ADRB2	ADRB2R
ENSG00000169252	5	148826611	148828623	ADRB2	ADRBR
ENSG00000169252	5	148826611	148828623	ADRB2	B2AR
ENSG00000169252	5	148826611	148828623	ADRB2	BAR
ENSG00000130706	20	62302093	62308862	ADRM1	ARM1
ENSG00000130706	20	62302093	62308862	ADRM1	GP110
ENSG00000130706	20	62302093	62308862	ADRM1	PSMD16
ENSG00000130706	20	62302093	62308862	ADRM1	Rpn13
ENSG00000185100	14	104724229	104747325	ADSS1	ADSSL1
ENSG00000185100	14	104724229	104747325	ADSS1	FLJ38602
ENSG00000111863	6	11712054	11807046	ADTRP	AIG1L
ENSG00000111863	6	11712054	11807046	ADTRP	C6orf105
ENSG00000111863	6	11712054	11807046	ADTRP	dJ413H6.1
ENSG00000139154	12	19404045	19720801	AEBP2	MGC17922
ENSG00000181026	15	88621337	88632281	AEN	FLJ12484
ENSG00000181026	15	88621337	88632281	AEN	FLJ12562
ENSG00000181026	15	88621337	88632281	AEN	ISG20L1
ENSG00000157510	5	149271859	149343637	AFAP1L1	FLJ36748
ENSG00000155966	X	148500617	149000663	AFF2	FMR2
ENSG00000155966	X	148500617	149000663	AFF2	FRAXE
ENSG00000072364	5	132875395	132963634	AFF4	AF5Q31
ENSG00000072364	5	132875395	132963634	AFF4	MCEF
ENSG00000135537	6	108294991	108526796	AFG1L	AFG1
ENSG00000135537	6	108294991	108526796	AFG1L	LACE1
ENSG00000141385	18	12328944	12377227	AFG3L2	SCA28
ENSG00000141385	18	12328944	12377227	AFG3L2	SPAX5
ENSG00000079557	4	73481745	73504001	AFM	ALB2
ENSG00000079557	4	73481745	73504001	AFM	ALBA
ENSG00000081051	4	73431138	73456174	AFP	FETA
ENSG00000081051	4	73431138	73456174	AFP	HPAFP
ENSG00000038002	4	177430774	177442437	AGA	ASRG
ENSG00000172650	10	73674287	73698109	AGAP5	CTGLF2
ENSG00000172650	10	73674287	73698109	AGAP5	Em:AC073389.1
ENSG00000204172	10	47501854	47523638	AGAP9	bA301J7.2
ENSG00000204172	10	47501854	47523638	AGAP9	CTGLF6
ENSG00000204172	10	47501854	47523638	AGAP9	FLJ00312
ENSG00000285501	CHR_HG2114_PATCH	47664132	47719930	AGBL2	CCP2
ENSG00000285501	CHR_HG2114_PATCH	47664132	47719930	AGBL2	FLJ23598
ENSG00000146856	7	134986508	135147963	AGBL3	CCP3
ENSG00000146856	7	134986508	135147963	AGBL3	MGC32955
ENSG00000231268	CHR_HSCHR6_MHC_APD_CTG1	32247977	32251333	AGER	RAGE
ENSG00000230514	CHR_HSCHR6_MHC_MCF_CTG1	32257394	32260750	AGER	RAGE
ENSG00000229058	CHR_HSCHR6_MHC_MANN_CTG1	32220356	32223712	AGER	RAGE
ENSG00000237405	CHR_HSCHR6_MHC_SSTO_CTG1	32188640	32191996	AGER	RAGE
ENSG00000206320	CHR_HSCHR6_MHC_QBL_CTG1	32138576	32141932	AGER	RAGE
ENSG00000234729	CHR_HSCHR6_MHC_COX_CTG1	32129439	32132795	AGER	RAGE
ENSG00000231268	CHR_HSCHR6_MHC_APD_CTG1	32247977	32251333	AGER	SCARJ1
ENSG00000230514	CHR_HSCHR6_MHC_MCF_CTG1	32257394	32260750	AGER	SCARJ1
ENSG00000229058	CHR_HSCHR6_MHC_MANN_CTG1	32220356	32223712	AGER	SCARJ1
ENSG00000237405	CHR_HSCHR6_MHC_SSTO_CTG1	32188640	32191996	AGER	SCARJ1
ENSG00000206320	CHR_HSCHR6_MHC_QBL_CTG1	32138576	32141932	AGER	SCARJ1
ENSG00000234729	CHR_HSCHR6_MHC_COX_CTG1	32129439	32132795	AGER	SCARJ1
ENSG00000231268	CHR_HSCHR6_MHC_APD_CTG1	32247977	32251333	AGER	sRAGE
ENSG00000230514	CHR_HSCHR6_MHC_MCF_CTG1	32257394	32260750	AGER	sRAGE
ENSG00000229058	CHR_HSCHR6_MHC_MANN_CTG1	32220356	32223712	AGER	sRAGE
ENSG00000237405	CHR_HSCHR6_MHC_SSTO_CTG1	32188640	32191996	AGER	sRAGE
ENSG00000206320	CHR_HSCHR6_MHC_QBL_CTG1	32138576	32141932	AGER	sRAGE
ENSG00000234729	CHR_HSCHR6_MHC_COX_CTG1	32129439	32132795	AGER	sRAGE
ENSG00000262327	CHR_HSCHR7_1_CTG6	141633901	141655244	AGK	FLJ10842
ENSG00000006530	7	141551278	141655244	AGK	FLJ10842
ENSG00000262327	CHR_HSCHR7_1_CTG6	141633901	141655244	AGK	MULK
ENSG00000006530	7	141551278	141655244	AGK	MULK
ENSG00000162688	1	99850361	99924023	AGL	GDE
ENSG00000116771	1	15571699	15585051	AGMAT	FLJ23384
ENSG00000187546	7	15200317	15562015	AGMO	FLJ16237
ENSG00000187546	7	15200317	15562015	AGMO	TMEM195
ENSG00000134698	1	35808016	35857890	AGO4	EIF2C4
ENSG00000134698	1	35808016	35857890	AGO4	FLJ20033
ENSG00000134698	1	35808016	35857890	AGO4	hAGO4
ENSG00000134698	1	35808016	35857890	AGO4	KIAA1567
ENSG00000236873	CHR_HSCHR6_MHC_APD_CTG1	32235221	32245105	AGPAT1	LPAAT-alpha
ENSG00000226467	CHR_HSCHR6_MHC_COX_CTG1	32116683	32126567	AGPAT1	LPAAT-alpha
ENSG00000206324	CHR_HSCHR6_MHC_QBL_CTG1	32125820	32135704	AGPAT1	LPAAT-alpha
ENSG00000227642	CHR_HSCHR6_MHC_MANN_CTG1	32207600	32217484	AGPAT1	LPAAT-alpha
ENSG00000228892	CHR_HSCHR6_MHC_SSTO_CTG1	32175884	32185768	AGPAT1	LPAAT-alpha
ENSG00000235758	CHR_HSCHR6_MHC_MCF_CTG1	32244640	32254524	AGPAT1	LPAAT-alpha
ENSG00000204310	6	32168212	32178096	AGPAT1	LPAAT-alpha
ENSG00000169692	9	136673143	136687457	AGPAT2	BSCL
ENSG00000169692	9	136673143	136687457	AGPAT2	LPAAT-beta
ENSG00000160216	21	43865223	43987592	AGPAT3	LPAAT-gamma
ENSG00000160216	21	43865223	43987592	AGPAT3	LPAAT3
ENSG00000026652	6	161129967	161274061	AGPAT4	dJ473J16.2
ENSG00000026652	6	161129967	161274061	AGPAT4	LPAAT-delta
ENSG00000284980	CHR_HG76_PATCH	6708642	6761503	AGPAT5	FLJ11210
ENSG00000155189	8	6708642	6761503	AGPAT5	FLJ11210
ENSG00000284980	CHR_HG76_PATCH	6708642	6761503	AGPAT5	LPAAT-e
ENSG00000155189	8	6708642	6761503	AGPAT5	LPAAT-e
ENSG00000284980	CHR_HG76_PATCH	6708642	6761503	AGPAT5	LPAAT-epsilon
ENSG00000155189	8	6708642	6761503	AGPAT5	LPAAT-epsilon
ENSG00000106541	7	16791811	16833433	AGR2	AG2
ENSG00000106541	7	16791811	16833433	AGR2	HAG-2
ENSG00000106541	7	16791811	16833433	AGR2	PDIA17
ENSG00000106541	7	16791811	16833433	AGR2	XAG-2
ENSG00000173467	7	16859412	16881987	AGR3	BCMP11
ENSG00000173467	7	16859412	16881987	AGR3	hAG-3
ENSG00000173467	7	16859412	16881987	AGR3	HAG3
ENSG00000173467	7	16859412	16881987	AGR3	PDIA18
ENSG00000159723	16	67482571	67483547	AGRP	Agrt
ENSG00000159723	16	67482571	67483547	AGRP	ART
ENSG00000159723	16	67482571	67483547	AGRP	ASIP2
ENSG00000135049	9	85546539	85742029	AGTPBP1	CCP1
ENSG00000135049	9	85546539	85742029	AGTPBP1	KIAA1035
ENSG00000135049	9	85546539	85742029	AGTPBP1	Nna1
ENSG00000180772	X	116170744	116174974	AGTR2	AT2
ENSG00000180772	X	116170744	116174974	AGTR2	MRX88
ENSG00000101444	20	34280268	34311802	AHCY	SAHH
ENSG00000168710	1	109984765	110023742	AHCYL1	IRBIT
ENSG00000168710	1	109984765	110023742	AHCYL1	PPP1R78
ENSG00000168710	1	109984765	110023742	AHCYL1	XPVKONA
ENSG00000135541	6	135283407	135498434	AHI1	FLJ20069
ENSG00000135541	6	135283407	135498434	AHI1	JBTS3
ENSG00000135541	6	135283407	135498434	AHI1	ORF1
ENSG00000124942	11	62433542	62556235	AHNAK	MGC5395
ENSG00000185567	14	104937244	104978374	AHNAK2	C14orf78
ENSG00000106546	7	16916359	17346152	AHR	bHLHe76
ENSG00000169877	16	31527900	31528803	AHSP	EDRF
ENSG00000169877	16	31527900	31528803	AHSP	ERAF
ENSG00000235588	CHR_HSCHR6_MHC_SSTO_CTG1	31605935	31607772	AIF1	AIF-1
ENSG00000206428	CHR_HSCHR6_MHC_QBL_CTG1	31605413	31607250	AIF1	AIF-1
ENSG00000234836	CHR_HSCHR6_MHC_DBB_CTG1	31597358	31599195	AIF1	AIF-1
ENSG00000235985	CHR_HSCHR6_MHC_MCF_CTG1	31691477	31693314	AIF1	AIF-1
ENSG00000237727	CHR_HSCHR6_MHC_COX_CTG1	31602592	31604429	AIF1	AIF-1
ENSG00000204472	6	31615217	31617021	AIF1	AIF-1
ENSG00000235588	CHR_HSCHR6_MHC_SSTO_CTG1	31605935	31607772	AIF1	Em:AF129756.17
ENSG00000206428	CHR_HSCHR6_MHC_QBL_CTG1	31605413	31607250	AIF1	Em:AF129756.17
ENSG00000234836	CHR_HSCHR6_MHC_DBB_CTG1	31597358	31599195	AIF1	Em:AF129756.17
ENSG00000235985	CHR_HSCHR6_MHC_MCF_CTG1	31691477	31693314	AIF1	Em:AF129756.17
ENSG00000237727	CHR_HSCHR6_MHC_COX_CTG1	31602592	31604429	AIF1	Em:AF129756.17
ENSG00000204472	6	31615217	31617021	AIF1	Em:AF129756.17
ENSG00000235588	CHR_HSCHR6_MHC_SSTO_CTG1	31605935	31607772	AIF1	IBA1
ENSG00000206428	CHR_HSCHR6_MHC_QBL_CTG1	31605413	31607250	AIF1	IBA1
ENSG00000234836	CHR_HSCHR6_MHC_DBB_CTG1	31597358	31599195	AIF1	IBA1
ENSG00000235985	CHR_HSCHR6_MHC_MCF_CTG1	31691477	31693314	AIF1	IBA1
ENSG00000237727	CHR_HSCHR6_MHC_COX_CTG1	31602592	31604429	AIF1	IBA1
ENSG00000204472	6	31615217	31617021	AIF1	IBA1
ENSG00000235588	CHR_HSCHR6_MHC_SSTO_CTG1	31605935	31607772	AIF1	IRT-1
ENSG00000206428	CHR_HSCHR6_MHC_QBL_CTG1	31605413	31607250	AIF1	IRT-1
ENSG00000234836	CHR_HSCHR6_MHC_DBB_CTG1	31597358	31599195	AIF1	IRT-1
ENSG00000235985	CHR_HSCHR6_MHC_MCF_CTG1	31691477	31693314	AIF1	IRT-1
ENSG00000237727	CHR_HSCHR6_MHC_COX_CTG1	31602592	31604429	AIF1	IRT-1
ENSG00000204472	6	31615217	31617021	AIF1	IRT-1
ENSG00000126878	9	131096476	131123152	AIF1L	C9orf58
ENSG00000126878	9	131096476	131123152	AIF1L	FLJ12783
ENSG00000126878	9	131096476	131123152	AIF1L	IBA2
ENSG00000156709	X	130124666	130165879	AIFM1	AIF
ENSG00000156709	X	130124666	130165879	AIFM1	AUNX1
ENSG00000156709	X	130124666	130165879	AIFM1	CMTX4
ENSG00000156709	X	130124666	130165879	AIFM1	DFNX5
ENSG00000156709	X	130124666	130165879	AIFM1	NAMSD
ENSG00000156709	X	130124666	130165879	AIFM1	PDCD8
ENSG00000042286	10	70098223	70132934	AIFM2	AMID
ENSG00000042286	10	70098223	70132934	AIFM2	FLJ14497
ENSG00000042286	10	70098223	70132934	AIFM2	FSP1
ENSG00000042286	10	70098223	70132934	AIFM2	PRG3
ENSG00000183773	22	20965108	20981360	AIFM3	AIFL
ENSG00000183773	22	20965108	20981360	AIFM3	FLJ30473
ENSG00000146416	6	143060496	143341058	AIG1	AIG-1
ENSG00000146416	6	143060496	143341058	AIG1	dJ95L4.1
ENSG00000146416	6	143060496	143341058	AIG1	FLJ10485
ENSG00000129221	17	6393693	6435199	AIPL1	LCA4
ENSG00000160224	21	44285838	44298648	AIRE	APECED
ENSG00000160224	21	44285838	44298648	AIRE	APS1
ENSG00000160224	21	44285838	44298648	AIRE	PGA1
ENSG00000196581	1	4654609	4792534	AJAP1	MOT8
ENSG00000196581	1	4654609	4792534	AJAP1	SHREW-1
ENSG00000196581	1	4654609	4792534	AJAP1	SHREW1
ENSG00000129474	14	22971177	22982551	AJUBA	JUB
ENSG00000129474	14	22971177	22982551	AJUBA	MGC15563
ENSG00000147853	9	4709556	4742043	AK3	AK3L1
ENSG00000147853	9	4709556	4742043	AK3	AK6
ENSG00000147853	9	4709556	4742043	AK3	AKL3L1
ENSG00000162433	1	65147549	65232145	AK4	AK3
